DEP,ESTE,NORTE,X9,X8,X7,X6,X5,X4,X3
"0",270122.47889999999,854622.82929999998,-0.44703,1.57744,3.74551,1.09975,-0.00324,13.99259,28.13901
"0",273516.55790000001,854608.35560000001,-0.50458,1.52002,3.74391,1.11662,-0.01258,95.85400,-15.95163
"0",266593.32760000002,848575.84360000002,-0.49828,1.53358,3.38906,0.97090,-0.13409,7.38632,21.18422
"0",268865.69600000000,849791.63309999998,-0.48468,1.69367,3.58839,1.09219,-0.09331,18.33970,15.63845
"0",268880.16970000003,847410.71200000006,-0.33234,1.47330,3.64457,0.94796,-0.50855,14.55654,38.87077
"0",267548.59070000000,847302.15940000000,-0.40820,1.44315,3.51641,0.93011,-0.40577,11.97898,24.35962
"0",290483.30589999998,931375.15630000003,-0.30426,1.83578,3.82208,1.19695,-0.11594,31.64156,-28.87249
"0",290439.88480000000,933864.62990000006,-0.02996,2.02843,4.27699,1.22873,-0.13926,14.77257,-33.44698
"0",289216.85849999997,932598.18259999994,-0.20504,1.87159,3.98315,1.16554,-0.07793,24.54038,-32.61046
"0",291720.80589999998,932598.18259999994,-0.22937,1.86659,3.95539,1.16340,-0.09856,4.20180,-43.53804
"0",184873.22480000000,977007.15139999997,-0.43249,1.83365,4.19525,1.19342,0.06961,36.55605,47.58437
"0",182419.93530000001,975950.57250000001,-0.39853,1.77015,4.31402,1.17916,0.01652,1.66525,-1.89751
"0",186035.09750000000,975855.26800000004,-0.50711,1.89079,4.17295,1.17548,-0.09233,27.02242,56.66097
"0",183671.90900000001,974568.33570000005,-0.40212,1.78021,4.24494,1.13695,-0.01617,7.56109,3.49139
"0",255709.28930000000,963901.73640000005,-0.34267,1.88703,3.99149,1.22747,0.20200,22.87852,8.02886
"0",256859.94720000000,966188.57849999995,-0.23748,2.02283,4.07240,1.02949,-0.03093,17.91059,69.44397
"0",255658.63140000001,967491.21010000003,-0.25931,2.14222,4.18889,0.90372,-0.29992,13.38131,51.55426
"0",254413.89460000000,964943.84169999999,-0.17713,1.90886,4.04165,1.14692,0.12108,25.57095,13.47245
"0",260466.86300000001,957821.32770000002,-0.29423,1.89780,3.89976,0.97832,0.24462,5.64446,42.69747
"0",259272.78409999999,960151.59080000001,-0.31790,1.90572,3.94569,1.00489,0.08885,20.20044,5.45407
"0",261675.41560000001,958964.74870000000,-0.19825,2.02347,3.98241,1.01047,0.20441,5.59377,34.86392
"0",258013.57350000000,958964.74870000000,-0.33118,1.83095,3.91788,0.98351,0.14451,23.28330,-4.79084
"0",246074.33700000000,897833.57739999995,-0.56606,1.26524,3.76924,1.26993,-0.17127,123.00188,55.98492
"0",247246.70540000001,901227.65630000003,-0.53039,1.36847,3.78390,1.28001,-0.22255,187.04111,-179.03305
"0",244988.81070000000,900171.07739999995,-0.57102,1.28337,3.77733,1.28165,0.00345,116.11956,72.40120
"0",248419.07380000001,900279.63000000000,-0.53540,1.37648,3.78892,1.27048,-0.21537,55.86519,-230.54462
"0",166949.83290000001,877404.19019999995,0.03006,1.92754,4.20032,1.17490,0.06224,31.48624,-24.02276
"0",164453.12239999999,877375.24280000001,-0.13582,1.86335,4.10729,1.17403,0.09900,44.47563,19.19907
"0",166899.17499999999,876116.03229999996,0.01539,1.95396,4.19763,1.15770,0.11585,40.32468,32.32157
"0",164431.41180000000,876181.16390000004,-0.19683,1.82094,3.99602,1.08970,0.00269,21.54457,14.57951
"0",183643.42170000001,866616.73919999995,-0.33066,1.45282,3.52093,0.94982,0.13248,69.24554,190.73215
"0",184873.68489999999,868997.66020000004,-0.20759,1.61816,3.79555,1.08790,0.32027,48.84254,-16.29946
"0",182434.86910000001,868961.47600000002,-0.28144,1.57175,3.69241,1.03272,0.17189,35.62602,-30.04756
"0",183694.07960000000,870285.81810000003,-0.07787,1.64321,3.83903,1.11543,0.31051,10.27970,-27.01666
"0",166921.34580000001,906186.81480000005,-0.04180,2.08702,4.34363,1.24888,0.25759,10.29576,23.77243
"0",165712.79310000001,907438.78850000002,-0.01261,2.30823,4.24402,1.25946,0.32358,11.51611,40.58688
"0",165691.08259999999,904913.13060000003,-0.02333,2.05895,4.33880,1.24295,0.24619,4.25999,14.40445
"0",164373.97730000000,906172.34109999996,0.01676,2.14570,4.31719,1.25406,0.27200,11.16646,31.09832
"0",211279.99050000001,855773.82090000005,-0.35718,1.90401,3.98564,1.17695,0.28528,276.13135,137.09692
"0",212517.49050000001,858234.34730000002,-0.25056,1.98856,4.08671,1.19654,-0.13807,108.97632,53.97807
"0",209999.06940000001,857018.55779999995,-0.34298,1.88876,3.96531,1.15840,0.13127,308.06543,37.17337
"0",213385.91149999999,855983.68940000003,-0.45119,1.69712,3.79209,1.11513,0.04419,36.63349,69.19698
"0",228080.41759999999,913371.69900000002,-0.28126,1.78187,4.15456,1.19591,-0.01150,16.29738,-40.82394
"0",228044.23340000000,915861.17270000000,-0.29824,1.75448,4.01218,1.18441,-0.05059,6.21039,-37.87099
"0",226806.73340000000,914594.72530000005,-0.21433,1.85469,4.22800,1.18572,0.02819,10.80713,-41.26742
"0",229281.73340000000,914551.30429999996,-0.30947,1.75174,4.05246,1.16937,-0.05877,26.87541,-47.23622
"0",271282.21460000001,934931.87439999997,0.10897,2.07891,4.63436,1.30903,0.07169,63.05565,11.67350
"0",269986.81980000000,936118.71649999998,-0.12867,1.86981,4.05122,1.21423,-0.03064,31.83681,81.25643
"0",272534.18819999998,936162.13749999995,-0.17401,1.80414,3.99065,1.20328,0.05999,25.05164,-28.01460
"0",271202.60930000001,937428.58490000002,-0.16681,1.83618,3.97813,1.17546,-0.04389,27.94058,-26.34834
"0",177690.97519999999,971046.42119999998,-0.36602,1.74615,4.22947,1.22750,-0.03623,79.40844,14.74247
"0",178906.76470000000,973340.50009999995,-0.32327,1.68735,4.15756,1.15825,-0.05026,15.14593,-1.15125
"0",176467.94889999999,973434.57909999997,-0.36396,1.75931,4.23513,1.28061,-0.09942,6.83585,49.01278
"0",176431.76470000000,972131.94750000001,-0.39534,1.75408,4.24430,1.28195,-0.10558,40.91356,40.75946
"0",295281.53940000001,955351.39009999996,-0.42079,1.89832,3.98814,1.06921,-0.05332,36.49897,56.39802
"0",296446.67090000003,957790.20589999994,-0.45886,1.84712,3.75106,0.98066,-0.10954,46.32227,48.08161
"0",294051.27620000002,957782.96900000004,-0.45577,1.84796,3.75066,0.95578,-0.09926,14.36375,25.09244
"0",294029.56569999998,956581.65319999994,-0.52386,1.79948,3.60313,0.91854,-0.21700,5.07116,29.51604
"0",208875.31080000001,871342.27060000005,0.07146,2.14131,4.43566,1.31202,0.23637,15.99010,-11.89267
"0",207623.33720000001,872587.00740000000,-0.01968,2.06825,4.31038,1.26868,0.12745,73.70779,3.10455
"0",206407.54770000000,870249.50740000000,-0.15108,1.93396,4.09215,1.17254,0.01755,24.28585,67.84255
"0",205488.46870000000,871414.63899999997,-0.24187,1.91131,4.12748,1.15646,-0.07573,30.69951,124.13180
"1",0.00000000000,0.00000000000,-0.18364,2.23860,4.49574,1.26306,0.20954,33.82473,24.46983
