PC7,PC6,PC5,PC4,PC3,PC2,PC1
0.35145,-0.66475,-0.32742,0.46430,-0.06842,-0.91564,-0.54460
0.18145,-0.22706,0.61472,0.37773,0.22858,0.31454,-1.20394
-0.06614,-0.07610,0.17876,0.41937,-0.56307,-0.65730,0.64773
0.59437,-0.50591,-0.54364,-0.73283,-0.19454,-0.64937,-0.36504
0.16889,-0.05934,0.23796,1.14973,-0.55190,0.20483,-0.39489
-0.25359,0.93270,-1.58985,0.51310,-0.66868,0.09609,-1.36875
0.43936,-0.60544,0.47828,0.68621,-0.30644,-0.52137,-0.07383
0.33918,-2.08341,0.99051,0.11047,-0.76762,4.20264,5.64274
-0.01260,-0.14196,0.40077,-0.24161,-0.73860,-0.64810,-2.41102
-1.53885,0.27918,-0.92815,-2.01434,1.19356,-0.87743,2.91417
-0.14041,-0.02359,0.85065,-0.27275,-1.24094,0.15468,0.55723
0.19275,-1.01619,0.02471,-1.37312,-0.49605,-0.46313,-1.10255
0.33430,0.18245,-0.02452,0.48349,1.84842,-0.22434,2.43028
-0.82549,-0.50311,-0.00393,-0.17253,0.47568,-1.05521,-1.79965
0.06320,-0.24938,0.13685,-0.27895,-0.10786,0.09323,-0.83907
-0.80014,0.26241,-0.61099,-0.83344,-0.71944,-0.19126,2.53569
0.13261,-0.33285,-0.11744,-0.69575,0.16937,-1.06761,-2.10903
0.27098,-0.39757,-0.66476,2.03391,-1.24159,1.89568,-1.17887
-0.64733,-0.43902,0.56321,-0.67831,-0.10589,0.46048,-1.64795
-0.45414,0.96193,-1.00537,-1.23750,-1.04121,-0.87917,-3.06261
0.18059,0.57795,-0.09641,-0.02242,-0.07362,-0.92838,-1.52208
-0.72610,-1.54989,-0.01659,0.16942,0.62644,-0.87111,0.89136
-1.27483,-0.96627,0.37548,0.48702,-0.48495,-0.50806,2.27933
0.34959,0.48550,0.34925,-0.06297,-0.55677,-0.61462,-0.90978
-0.57789,-0.23145,-0.49246,-0.41944,-0.22203,-0.89784,0.57504
1.29131,-0.84060,0.80525,1.08364,-1.37498,0.30200,3.77223
-0.00302,0.78173,0.69351,1.12054,-0.77300,-0.17267,0.94923
0.13446,-0.31357,-0.04477,0.55334,0.64427,-0.91579,-1.49538
1.17452,0.00382,-0.31993,-1.78799,-1.05776,-0.67562,1.48903
-0.58503,0.04809,-0.03694,1.26117,-1.32192,0.38086,-0.70489
0.42998,-0.21980,0.32677,-0.00704,0.68480,-0.74496,-1.81672
-0.16034,0.05661,-0.12918,0.67483,2.56468,0.16999,2.24049
-0.45781,-0.40966,0.38993,0.80339,0.61984,-0.63244,-0.65328
-1.05081,-1.02184,-0.53017,-2.24717,1.51526,-0.17315,0.99164
-1.05081,-1.02184,-0.53017,-2.24717,1.51526,-0.17315,0.99164
-0.21543,-0.49399,-0.36789,0.68486,-0.31194,-1.37741,-1.32725
0.32827,0.90134,0.50008,0.84942,1.18298,0.45457,-1.81188
-0.39232,-0.42440,-1.41316,-0.07631,0.72981,-0.46145,-1.68352
0.13990,0.55764,-0.11393,0.93858,1.29112,-0.08018,-1.67157
-0.31205,0.71184,0.34976,1.14056,-0.30970,0.19216,-1.24422
-0.48722,0.52762,-0.90406,-1.10546,-0.74083,-0.78355,-3.32824
0.45750,-0.24080,0.01347,-0.42541,-0.65725,-0.84352,0.33052
-0.52947,0.88197,-0.00862,-0.86221,0.28661,-0.36856,-0.43362
0.38561,-0.51938,0.06465,-0.06101,-1.09828,-0.13982,-0.84826
-0.10331,-1.03315,0.17309,1.03545,-0.08685,-0.86131,0.90849
0.02816,0.79940,0.40344,-0.39881,0.48219,0.69355,1.95884
-0.28464,0.52440,0.21548,0.02519,0.03989,0.98097,-0.15286
-0.03788,-0.48274,0.51287,1.09117,0.13595,-0.34996,-0.06901
0.04278,0.48785,-0.05150,-0.04261,0.56052,-0.76095,0.50081
0.41253,0.32106,0.10453,1.45372,0.12183,-0.98019,-1.06859
0.10703,0.48439,-0.39870,-0.85779,0.74560,-0.04667,1.87293
0.10676,-0.13870,0.14026,-0.16352,0.01349,-0.39001,-1.39713
0.01670,0.08961,0.35391,0.46631,0.18366,-0.16424,0.70258
0.29501,-0.30164,-0.23306,1.06281,0.13224,-0.79709,-0.65818
-0.10287,0.23890,-0.36919,-0.36884,0.56531,-0.89584,-0.42252
-0.42288,-0.61910,-0.11190,-0.76613,-0.92713,-0.10533,0.03889
-0.00695,-0.31746,-0.46199,-0.14681,0.42620,-1.38413,-1.14492
0.31652,-0.12392,0.02185,0.60397,0.17158,-0.67215,0.37924
0.84843,0.09433,0.13355,0.01699,-0.11442,-0.38403,1.67673
0.41810,1.26186,0.30897,0.88585,-0.37871,-0.24517,0.03399
-0.18970,0.95275,-0.07007,-0.37598,0.75925,-0.26758,-0.03058
0.26600,-0.62673,-1.12274,-0.52864,-0.32621,3.98423,-0.68235
-0.91090,-0.14371,-0.26070,-0.26200,-0.05331,-0.15645,1.13494
0.41786,0.48393,0.33441,0.03175,-0.08440,0.02427,3.84053
-0.40883,0.01336,-0.12489,-0.30208,0.10682,0.06824,0.41063
-0.21638,0.46983,-0.41465,-1.57346,0.70998,-0.35544,1.33010
0.36187,-0.28232,0.22886,0.36849,0.07805,1.70228,-2.84054
-0.46686,0.49984,0.02011,-0.20427,-0.37700,-0.59472,-0.59580
1.50944,0.85406,-0.02049,-0.88342,0.99680,0.74543,2.35079
0.23504,-0.49602,0.26056,-0.53497,-0.19225,0.50324,0.04481
-0.07615,-0.42308,0.33875,0.55813,0.19062,-0.30166,-1.30070
-0.55696,1.28846,-0.86534,-1.43429,-0.65775,-0.81235,3.89538
-0.58091,0.14516,-0.19818,-0.83466,-0.07560,0.50286,0.18797
-0.12523,0.77458,0.86900,1.30831,-0.86689,0.09307,0.65242
0.32885,-0.18112,-0.08180,-0.65993,0.61557,-0.95834,-1.50475
0.35112,-0.20261,-0.14407,-0.80832,0.13702,-0.61429,-0.34826
-0.44446,0.91920,-0.20869,0.56771,-0.54713,-0.03121,-0.13467
0.62168,-0.19604,-0.54323,-0.94744,-0.98967,-0.32408,-1.27260
-0.25662,-0.20559,-0.00797,0.63521,0.11078,-0.65895,1.61446
-0.65371,-1.48277,0.33012,1.19727,0.77578,-0.29629,3.98159
0.26485,-0.17115,0.15821,-0.28121,-1.28076,-0.87264,-1.12454
-1.07399,-0.53537,-0.48998,-0.61120,-0.24869,-0.69987,1.11936
-0.19849,-0.27877,-0.51822,-0.39355,1.22684,-0.89138,-1.02815
-0.38041,-0.35711,0.00498,-0.16130,-0.50926,-0.68886,0.79787
0.55695,0.75152,0.36782,0.70846,0.80017,0.14457,1.75862
-0.27206,0.17050,0.04970,-0.20955,0.30160,-0.09984,-1.84569
0.01600,0.69502,0.49976,1.60064,-1.00862,0.06739,0.21222
-0.01467,-0.40031,-0.70952,0.19533,-0.07650,-0.58017,-0.79305
-0.45594,-0.03668,0.84856,-0.47211,-0.16242,2.61634,-0.49899
0.03399,-2.90858,0.64369,2.31571,-0.25328,0.50021,8.86331
-0.13531,1.00528,-0.15371,-0.51928,0.11043,-0.62607,0.26824
-0.03753,-0.61334,-0.08004,-0.09148,-0.06965,-0.96373,-0.69341
0.05040,-0.24341,-0.19180,-0.69148,-0.03136,-1.04584,-2.84375
0.49835,0.10717,-0.22200,-0.07794,-0.26384,2.20594,4.96127
0.24273,0.83792,0.04164,0.36733,0.93807,-0.42354,-0.26114
0.25000,0.09056,0.53067,1.38765,-0.68724,-0.66915,-0.28847
-0.16476,1.00825,0.26379,-0.05338,-1.59529,0.19825,-1.06177
0.26106,0.66272,0.22631,-0.02079,0.30174,-0.66998,-2.70655
-1.05974,-0.35310,-0.54088,-0.66309,0.13183,-0.57625,1.29068
-0.11269,-0.43139,-1.10021,0.18676,0.13764,-0.42074,-0.66607
0.21588,-0.68821,0.21042,0.81337,-0.37181,-0.52219,-1.75389
0.32595,-0.03553,-0.13924,-0.17992,-0.76583,-0.52555,1.60037
-0.22540,-0.12789,-0.15567,-0.23697,-0.60883,-0.22776,1.49854
-0.23184,-0.24589,0.21524,-0.26740,1.51289,-0.22721,-0.44246
-0.54555,-0.44466,0.26752,-0.73308,-1.58150,-0.78059,-2.78498
0.20626,-0.64348,0.62724,0.56847,-0.10276,-0.15574,-1.34574
0.23341,-0.75670,0.39050,0.60302,-0.06313,-0.62873,-1.08960
-0.25859,0.14923,0.43036,0.10182,-0.54651,0.14905,-0.37791
0.28168,0.21723,0.32984,0.07030,1.73992,0.01003,-1.81548
-0.04188,0.19506,-0.15060,0.19259,-0.03796,0.45693,0.67007
0.02802,0.50157,-2.36801,1.16562,-1.62350,0.53772,-0.69454
-0.57748,-0.11289,-0.10484,0.87871,0.29135,2.18088,-0.89694
-0.10049,0.67948,1.98458,-1.98170,-0.34687,3.29810,-2.18134
-0.01025,1.13150,0.17851,-0.27967,0.51128,0.18577,0.72326
0.27064,-0.94466,-0.04806,-0.24707,-0.59467,-0.62730,-1.28919
0.03763,0.42978,-0.46835,-0.35666,0.83611,-0.54088,-0.73861
-0.85854,0.11577,0.18754,0.51779,-0.02388,0.93108,-1.65029
0.02526,-1.51015,0.12332,-0.28109,-0.47855,0.21840,3.63334
0.19138,0.13770,0.38209,0.33186,-0.39040,-0.19822,-1.43501
0.60370,0.29989,0.18240,-0.20559,0.33373,-0.89598,-2.95917
-0.20526,0.20927,-0.63814,1.42271,0.12239,-1.40730,-0.89810
1.06323,1.31379,0.82384,-1.18241,-1.45816,4.33550,8.63071
-0.39756,0.54778,-0.44987,-0.27527,-0.50914,-0.31294,-0.33635
0.48398,-0.42055,-1.66882,0.95812,-0.25429,1.48668,-1.99247
0.18377,-0.30209,-0.17098,0.62606,0.61022,-0.85951,-1.55652
0.08960,-0.59019,0.11398,1.69749,0.30759,0.08338,-0.74794
1.05226,-0.84699,-0.18574,-1.05059,1.19082,0.28002,1.47420
-0.05186,-0.02901,0.70317,1.07679,-0.49449,-0.47295,-0.48178
-0.36703,-1.01622,-0.02683,-1.23351,-0.93222,0.84262,-1.22651
0.15293,0.06955,0.08046,0.77586,0.32607,-0.18775,-0.38454
-0.85010,-0.99084,0.22172,0.17990,-0.22375,-0.42513,1.23161
0.94194,0.34351,0.37173,-0.06765,-0.09565,-0.05826,0.95832
-0.85269,0.43426,-0.09683,0.41871,0.74189,-0.59545,1.50224
-0.22737,-0.45456,-0.05562,-0.76934,-0.85291,-0.78717,-1.08767
0.64566,0.34619,-0.47373,-0.84558,0.43504,-1.13936,-1.14775
-0.15199,0.41177,0.55280,0.40677,-0.35305,0.19099,0.31086
0.31146,-0.08593,-0.62505,0.93170,-0.09095,2.74638,-1.04646
-0.89333,0.01143,-0.81789,-0.81581,0.29727,-0.68385,2.01945
0.05774,0.15478,-0.69582,0.80706,0.38881,0.31779,-1.33169
-0.18867,0.67577,0.09485,-0.60861,0.48174,0.35012,-1.11068
-0.32792,0.18972,-0.10073,-0.14330,-0.25762,-0.17075,-0.13998
-0.32565,0.22951,-0.13535,0.16299,1.88195,-0.50220,1.96613
-0.53871,0.16240,0.17272,0.13171,0.64655,-0.65669,-0.04224
0.18929,0.33860,0.36604,0.65012,-0.71786,-0.06527,1.96355
-0.08733,0.74240,0.48907,0.58129,-0.02748,-0.21768,1.41129
0.00305,-0.08909,0.76366,0.42427,-0.15429,-0.18035,-0.92673
-0.24077,-0.66600,-2.46129,0.23348,-0.14472,9.64234,-1.71464
-0.27227,-0.17223,-0.85388,-0.18413,-0.76140,2.86316,-1.04281
0.16257,-0.52352,0.22652,0.07948,-0.27774,-0.96116,-1.58914
0.34598,0.07435,0.12718,0.22570,-0.88492,0.00529,1.96187
-0.64775,-0.38316,0.18327,-0.02498,0.45256,-0.62966,-0.07606
0.47844,0.19433,-0.02813,-0.55919,0.05117,-0.22487,0.65452
0.15659,-0.03794,0.10899,0.46217,1.27179,-0.20858,1.59808
0.27525,0.10790,0.14528,-0.38985,-0.06583,-0.72567,-0.54485
-0.58151,-0.72044,0.10465,-0.12227,0.13210,-0.19152,-0.53997
-0.10920,0.30024,-0.01864,0.13450,-0.72032,-0.60038,-0.30954
-0.02848,-0.67631,-0.09401,0.27196,1.08750,-0.88175,-2.11892
-0.16171,0.95129,0.43187,0.34981,-0.31388,1.09094,0.23751
0.34289,-0.85905,0.42081,1.33043,-0.22760,-0.61676,-0.35648
0.09661,-0.10727,0.71578,0.39695,-0.01616,0.19695,-1.26238
-0.11433,-0.04756,1.19203,-0.10084,-0.50378,0.69328,-1.57282
-1.04431,-0.85491,-0.55210,-1.02069,-3.39756,-0.73856,2.59916
-0.27243,-0.05425,0.19285,-0.45092,0.82312,0.07908,1.15122
-0.16811,0.19320,-0.21670,-0.93897,0.38401,-0.97040,-1.12910
-0.06559,0.26867,0.12212,0.15161,-0.72650,-0.02227,-0.54741
-0.27935,0.06547,0.18660,0.34922,0.17506,-0.26969,0.58929
0.00664,0.16898,0.46090,0.36082,0.30155,0.08060,0.68335
-0.74786,1.01046,0.02730,0.60855,-1.42642,-0.44756,-1.04556
-0.52337,0.01983,-0.24490,-1.25220,2.10065,-0.28887,0.58497
0.08661,0.67044,-0.09521,0.56636,1.67985,-0.76538,-0.33554
-0.06457,-0.32221,0.42492,0.30058,-0.11926,-0.19962,0.06265
0.32883,0.16242,0.26665,1.09949,-1.06397,0.04632,-2.58685
0.36566,-1.22212,-0.13230,-0.94878,-2.64994,-0.76531,3.18028
0.56678,-0.33428,0.09860,-0.67000,-1.15693,-0.90452,-1.28833
0.38617,0.54041,0.19512,0.48789,0.04519,-0.55345,1.31383
0.16861,-0.71518,-0.65657,0.84192,0.64551,-0.50947,-1.45238
0.49843,-0.40508,0.68496,1.00445,0.52705,-0.51770,-1.35773
0.17205,0.45379,0.24649,0.07898,-0.23376,-0.68051,-1.10757
0.10057,-0.11820,0.61389,0.43675,0.02035,0.07739,-1.45458
-0.25250,0.89659,0.45457,0.32563,-0.16180,0.86511,0.28479
-0.09586,0.28893,0.64371,1.08026,-0.35093,-0.32484,-1.40704
0.40463,0.08747,0.10450,-0.65529,0.03596,-0.71449,-0.59052
0.02383,0.08992,0.39445,0.64227,0.21983,-0.17651,1.10561
-0.32223,-0.41796,-0.80733,-0.79153,-0.06564,-0.92460,-1.53083
0.76533,-0.20896,0.16228,0.17930,0.23246,-0.71575,-1.61532
-0.33371,-0.71940,-3.16912,-1.48158,-0.88750,2.61555,1.20274
-0.36555,0.42804,0.41258,0.52238,-1.12087,-0.21463,1.30945
0.31849,-0.13909,-0.05501,-0.27626,0.54425,-0.61331,-0.43109
-0.03369,-0.28053,-0.37276,0.23310,-0.01130,-0.51859,-0.89355
-0.10183,-0.36645,-1.45274,0.46309,-0.28518,3.44155,-1.24632
0.74128,-0.27864,0.12491,0.50766,0.52581,-0.86284,-0.94512
-0.71378,1.02541,0.03279,0.12370,-0.26161,0.39759,-2.09323
-0.03426,1.81853,-0.37408,0.09229,0.03352,0.08940,6.08461
0.31177,-0.21631,0.26696,-0.00113,0.22140,-0.64891,-0.72670
-0.72755,-0.13471,-0.23283,-0.29107,-0.26117,-0.52765,0.36355
-0.35916,0.21420,0.02755,0.01174,-1.16568,-0.54149,-0.11806
-0.44626,0.67778,-0.13137,-0.04697,0.82077,-0.66301,0.60017
-0.20493,-0.00061,0.19506,0.26366,-1.22586,0.59523,-2.24911
-0.23470,-0.61671,-0.11577,0.03611,0.31275,-0.81654,-1.41906
0.78597,0.00562,-1.57572,0.36160,-0.43619,1.35535,0.41284
-0.07752,0.59511,-0.25171,-0.35594,0.30863,-0.78746,-0.24301
0.37522,-0.12711,0.60202,0.04505,-0.19320,0.17196,-0.80340
-0.34823,0.87509,-0.19550,0.41272,0.08652,0.09432,-0.43256
-0.02759,-0.00625,0.10380,-0.03195,-0.09572,0.53445,-1.51837
-0.10354,0.16326,0.71282,-0.61081,-1.94727,0.41704,-0.53777
0.10782,-0.01008,-0.18806,-0.87809,0.56059,-0.82536,-0.73224
-0.76221,1.04350,-0.78681,-1.03908,-0.14781,-0.75337,3.87332
0.45147,-0.12771,0.86049,0.23706,-0.42692,0.33926,-2.00226
-0.14599,-0.31616,1.02397,-0.02707,-0.13666,2.38376,-1.31251
-1.29942,-0.54997,-0.19696,0.23325,-0.47870,-0.47837,-0.17684
0.43614,0.45342,0.11614,0.40057,0.17075,-0.06828,-0.26137
-0.46243,0.36138,0.41106,1.66766,1.73559,-0.31607,2.24944
-0.39796,0.93997,0.57051,-0.20216,0.25818,0.36002,-0.43245
-0.27844,1.52336,-0.98143,-1.86030,-1.02149,-0.75240,3.63882
0.48167,-0.10754,-0.08184,-1.05466,-0.06712,-0.84951,-0.78566
0.04284,-1.30675,-0.24462,1.09943,0.29404,-0.58029,0.04028
-0.03449,0.00237,0.12055,-0.27944,0.48147,-0.57433,-2.05647
-0.87971,0.46830,-0.16190,-0.16829,-0.68548,0.03860,1.42362
-0.61504,-0.02261,-0.02030,0.21430,-0.27577,-0.26487,1.59851
-0.00773,-0.21934,0.01256,-0.21144,0.08045,-0.22226,-1.04951
0.45402,-0.05963,0.02022,-0.27030,0.14334,-0.65588,0.48669
0.31141,0.08361,-0.11437,-0.68580,-0.04519,-0.75368,-0.50170
0.50428,1.24895,0.38564,0.34034,-0.15073,-0.41261,-0.10637
-0.57212,-0.45096,0.20635,-1.08205,-0.72468,-0.30800,0.47156
-0.44176,0.50806,0.38445,-0.10620,-0.02716,2.16916,-0.59605
-0.31951,-0.65299,0.24359,-0.83278,0.54996,-0.15674,-1.74950
0.51091,-0.20119,-0.33043,-0.57893,-0.03478,-0.62262,-0.50038
-0.76329,-0.14376,0.52016,1.52838,-2.42348,-0.50757,-0.80796
0.14222,-0.24481,-0.00808,0.42791,0.38301,-0.61546,3.19578
0.92046,0.47184,0.10404,-0.30968,1.75053,-0.50331,-1.70201
0.55180,0.48957,0.22907,1.19173,0.39725,0.46112,6.75676
-0.36456,0.25479,-0.34404,-0.25091,0.83483,5.86324,-1.77233
-0.44737,-0.65824,-0.26418,-0.05576,-0.25667,-0.52777,2.13713
-0.41526,0.10566,-0.14004,0.21856,-0.30042,-0.88643,0.88471
-0.17423,0.16183,-0.40389,-0.12517,-0.14269,-0.26076,-2.14462
-0.18673,0.37972,0.48276,-0.03193,-1.42983,-0.09874,-0.13827
0.13249,-0.37217,-0.42066,0.24228,-0.13700,-0.78600,0.27139
0.45014,-0.00794,-0.09301,-0.30414,-0.24351,-0.65405,-1.74900
-0.62913,-0.36089,0.64329,0.65405,0.50500,0.53377,-1.06577
-0.59365,-0.07558,-0.09886,-0.49971,-0.26648,-0.07506,-2.53114
0.39428,0.26403,-0.81703,-0.16491,-0.82425,2.88055,-0.27482
0.17282,0.10316,0.09429,0.79147,0.24690,0.04667,-0.78695
0.00500,-1.76292,0.80847,0.84648,-0.10175,0.31504,6.19647
0.01814,-2.32228,0.69509,1.52298,-0.19357,0.79250,7.64553
-0.41114,0.19713,-0.93282,0.50517,0.07661,0.07572,-0.08803
-0.31224,0.92341,-0.14860,-0.55965,0.19669,-0.64011,-0.48880
-0.34416,0.02942,0.42996,0.36376,0.45853,0.03319,0.67902
-0.01832,0.56726,3.05105,-1.17967,-0.00218,3.59930,2.18612
-0.31080,1.10613,0.59534,-0.12632,-0.00096,0.52843,0.06233
0.61993,0.01035,-0.07229,0.16346,0.52787,-0.49580,2.88442
-0.07249,-0.21116,0.17540,0.43679,1.33079,-0.40953,1.56338
-0.02330,0.23695,-0.76592,0.85053,0.16185,1.13663,0.30352
0.89982,0.02156,-1.77671,-0.13366,0.68426,1.80995,-3.21226
-0.96300,-1.01097,0.14266,-0.01061,-0.08246,-0.35059,0.46871
-0.02099,0.35728,-0.66302,-1.31730,-1.89602,-0.75286,1.16366
-0.08630,-0.56083,0.17213,0.71877,0.55270,-0.93790,-1.95721
-0.05353,-0.42702,-0.59266,-0.00604,0.51505,-0.61571,-0.68378
-1.42300,0.10480,-0.18353,-0.01990,-0.18205,-0.84838,1.37472
-0.56383,0.10754,-0.32932,1.50582,-0.67108,0.03208,-1.99081
0.18042,-0.31140,-0.47220,-0.09606,-0.13804,-0.80120,-0.48030
-0.05407,0.29602,0.19717,0.36629,0.56823,-0.38978,0.37546
-0.79153,-0.75884,-0.18876,-1.28567,-1.02431,-1.06450,-1.69648
-0.32161,0.51939,0.11858,-0.22766,-0.07705,-0.50690,0.00156
0.24198,-0.36251,0.19755,-0.44686,0.86047,0.94761,0.20817
0.56566,0.01741,-0.09456,-0.79137,-0.00938,-0.79014,0.01148
0.09172,-0.25574,-0.03262,0.53102,0.37707,1.03724,-1.24953
-0.30085,-0.75981,0.27125,-0.03801,0.71237,-0.66488,-2.28137
-0.78971,1.28540,0.21461,0.80493,-0.58539,-0.41223,-0.31947
-0.00821,0.13766,0.29973,0.00250,0.16430,-0.37332,0.00479
-0.35872,-1.25227,-0.19832,-0.22421,-0.08089,-0.54090,3.92708
-0.25929,0.28286,-0.29819,0.04527,-0.38157,-0.67331,0.57230
-0.55438,-1.07406,-0.65892,0.90740,1.30501,0.56104,4.27795
-0.54779,0.73312,1.24826,-0.54008,0.25245,2.64618,-0.82841
0.32745,-0.19183,-0.00051,-0.74746,1.33582,-0.73048,-0.24453
-0.32539,0.31838,-0.31165,-1.38974,0.49961,0.01998,2.06448
1.13610,0.55969,-0.19774,0.64255,-0.43279,0.86190,2.66922
0.06798,-0.33699,-0.14847,-1.24224,-0.14251,-0.50395,0.39847
-0.53149,0.44988,0.05566,-0.04620,0.10546,0.63713,-0.92825
0.64208,-0.60202,-0.25196,-1.67974,-0.65787,-0.97131,-2.04374
0.62210,0.07817,-0.03270,-0.03851,1.41260,-0.37961,2.91629
-0.20526,0.20927,-0.63814,1.42271,0.12239,-1.40730,-0.89810
0.06291,-0.41310,-0.14874,-0.85905,0.13811,-1.20272,-2.40946
0.08717,0.25689,0.02542,-0.82398,0.49126,0.06797,0.98851
0.52352,-0.05797,-0.84593,-0.23932,0.70852,0.27594,-0.69293
0.09853,0.64170,-0.16842,0.94287,0.41884,0.28063,-3.35331
-0.21008,0.60144,0.18309,0.55880,-1.08886,0.03700,0.22183
1.55963,0.20362,0.28718,0.45184,0.83178,-0.08251,0.38337
-0.04282,0.15413,-0.34774,0.02529,1.01648,-0.56187,-1.42108
0.58231,-0.42312,0.29617,0.91819,-0.54076,-0.49664,1.42512
-0.27475,-0.06597,-0.18571,0.21056,0.82688,-1.05076,-1.54014
-0.00221,0.97228,-0.91832,1.08003,0.59702,-0.16189,1.36221
-0.12227,0.13493,0.21994,-0.36519,-0.40494,-0.24892,-0.26166
0.20900,0.06698,0.19393,0.83847,0.06612,-0.30452,-0.84977
0.17706,-0.46983,0.27486,0.79485,0.17606,-0.81596,-0.55389
0.11939,1.12916,-0.13197,-0.21733,-0.44928,-0.69584,-0.54498
-0.88934,-0.25123,-0.14757,-0.67636,0.37389,-0.40921,1.12338
-0.52050,-0.68555,-0.05579,-0.07589,-0.36240,-0.61543,2.28336
0.24544,-0.33873,0.00370,-0.36010,-0.93610,-0.42558,-0.54516
0.44994,0.86784,0.13716,0.43485,0.36179,-0.34139,-0.60816
0.31420,-0.26924,-0.10083,-0.27675,-0.57494,-0.44064,0.05173
-0.58217,-0.62484,-0.16197,-0.35006,-0.32431,-0.26291,0.28021
-0.42226,0.49205,-0.46578,-0.45583,0.12600,-0.63024,2.37340
-0.74979,-0.07108,-0.14575,0.02984,-0.46773,-0.56994,-1.03816
-0.00841,-0.37608,-1.51608,0.95692,-0.25922,0.27973,-0.99381
-0.61622,0.88018,-0.17821,-0.18395,0.28426,-0.55204,1.88044
0.02098,-0.16926,0.05083,-1.26105,-0.41386,9.29020,-1.29852
-0.11506,0.04979,0.08540,0.53468,0.15762,-0.72564,0.70967
0.06086,-0.40074,0.08835,-0.33623,-0.36545,-0.91819,-0.90507
0.18574,-0.26211,-1.62853,1.21397,-0.20558,0.61667,-0.73925
-0.07298,0.02150,0.46140,0.00397,-0.35609,-0.39617,-1.17413
0.44595,1.31826,0.51737,0.95217,-0.57098,0.13184,0.55355
0.33553,0.02021,-0.28219,-0.95598,1.07705,-0.97238,-1.09316
-0.56348,0.48496,-0.29290,0.07865,-0.73661,0.58038,-2.33980
0.14831,-0.11049,-0.09119,-0.27708,-1.41922,-0.54230,1.18520
0.31242,-0.60129,0.00572,0.90328,0.72835,-0.84372,0.16768
0.42675,-0.53533,-0.12444,-0.42984,-1.07504,-1.09867,-1.58613
0.57777,0.07502,-1.34869,0.19483,0.64399,1.92101,0.12911
0.54668,-0.20987,-0.12233,-0.75623,0.08034,-1.04101,-1.37819
-0.29028,-1.54161,-0.34832,-0.16837,0.07958,-0.00390,4.52988
0.44981,0.17184,-0.24574,0.05689,0.23765,0.19206,-0.16374
-0.00784,-1.11787,0.30454,-0.08401,-0.19947,-0.00587,3.81961
0.00489,0.03129,-0.32216,0.13241,-1.13937,0.11803,-0.52789
-0.73336,-0.51581,0.30014,-0.07922,-0.50495,-0.40917,-0.93672
0.56181,-0.40022,-0.06964,-1.09578,-0.19339,0.38826,-0.01209
0.78538,0.65566,2.51537,-1.02415,-0.96413,2.80250,4.71306
0.88042,-0.13131,-0.04010,-0.93444,0.00756,-0.05920,0.14037
-0.11031,-0.16900,0.03506,0.00804,-0.99313,-0.40396,-0.14413
0.14086,0.09046,-0.06547,1.13640,-0.25192,-0.50402,-1.43340
0.29378,-0.06900,-0.32903,0.83633,1.22687,-0.63337,-1.66253
-0.21187,0.01055,-0.26207,0.01063,-0.12521,0.15932,-0.93029
0.41562,-0.04558,-0.02956,-1.23854,-0.74518,-0.65331,-0.26910
0.17704,0.16913,0.08193,-0.34541,-0.08466,-0.75190,-0.60417
0.03113,0.31604,2.27454,0.00725,0.06128,2.73535,-0.89058
0.61100,-0.31038,0.30501,0.34257,1.07166,0.27460,0.71913
-0.58488,-0.30583,-0.33502,0.42282,0.15575,1.19536,0.35846
-0.05683,0.16709,0.18759,0.36467,-0.38649,-0.17213,0.72004
0.74750,0.81795,-0.10903,0.51325,0.90065,-0.56439,-1.75615
-0.29959,-0.05963,0.79799,-0.18659,0.24103,-0.26477,-2.71801
-0.11346,0.86907,1.02003,0.33963,2.08419,0.81000,-1.77023
-0.16807,1.24689,0.24957,0.15177,0.12122,-0.44340,0.77150
0.42434,0.17628,-0.40418,-0.40014,-1.47655,-0.30430,2.05045
0.32891,-1.35524,2.42981,-0.32884,0.27921,2.38587,6.48485
0.36108,-0.08156,0.06886,0.89005,0.67434,-0.86543,-0.83985
0.05578,-0.40758,-0.02242,-0.25709,-0.01977,-0.87865,-1.03507
-0.21742,0.38997,2.14466,-0.30272,-0.06154,3.06587,-2.48889
-0.04576,0.33479,0.18582,0.71468,-0.37328,-0.52391,2.34125
0.41733,-0.05370,-0.19577,-1.08688,0.72924,-0.58992,-0.53790
0.06243,0.36013,-0.11289,0.28198,1.04922,-0.51302,2.35985
-0.26600,0.23802,0.72263,0.04805,-0.53330,-0.06175,-0.38624
0.35723,0.08369,0.18416,0.42046,0.05294,-0.53320,2.11432
-1.26476,-1.56837,-0.91837,-0.06671,-0.79541,1.00161,-1.07585
0.21080,-0.04334,-0.12943,-0.04488,-0.19461,0.02354,-1.80590
-0.06939,-0.19017,-0.02915,-0.10299,-0.20346,-0.80204,0.28365
-0.20518,0.49681,0.01638,0.42593,1.32354,-0.87327,-0.36917
0.03819,0.26304,0.92833,0.50359,0.21938,2.65474,-2.82169
0.41742,0.52329,0.36754,0.01268,0.13168,-0.47807,-1.40771
-0.93783,0.51373,0.36250,-0.76153,1.50583,0.86444,0.02424
-0.39660,0.66167,0.18486,0.74363,1.04414,-0.59045,-0.25249
-0.47534,0.37877,-0.38258,-0.05469,3.14911,-0.60149,2.69859
