ETIQ,PC9,PC8,PC7,PC6,PC5,PC4,PC3,PC2,PC1
"9",0.06815,0.05888,0.20516,0.14644,-0.17328,0.53675,-0.50445,0.34387,-0.90502
"9",-0.42903,0.51365,-0.32986,0.81985,-1.32381,-1.24635,-0.34640,0.31767,0.18464
"9",0.36572,0.65316,-0.38008,0.05794,0.43830,0.10499,-0.48381,0.02240,5.72045
"9",0.67910,0.52331,0.29123,-0.19026,-0.36033,-0.94128,-1.20804,-0.61391,-2.67905
"9",-0.06251,0.05001,-0.31752,0.45440,-1.17607,-0.81278,-0.30156,0.51768,0.49705
"9",-0.53064,1.22863,-0.00932,-0.27294,1.15438,-0.42696,-1.43713,-0.04577,0.94717
"9",-0.02267,-0.05419,-0.00848,-0.04413,1.02796,0.05547,0.82830,-1.45360,-0.33649
"9",-0.47785,0.18754,-0.57431,1.17028,0.29038,1.79579,0.35921,-1.01100,-1.68421
"9",-0.47714,0.28323,-1.09688,0.59277,-0.43943,0.65416,1.60770,2.47644,-1.41710
"9",-0.05669,0.26497,-0.10085,0.89504,0.55412,-0.67678,-1.02509,-0.33303,-0.13991
"9",0.48511,-0.38692,0.32280,0.26197,-0.72018,0.28867,2.21679,-1.85929,-1.22882
"9",-0.05757,-0.11803,-0.73001,0.55268,-0.11688,1.44646,2.40646,0.72648,0.86785
"9",0.19219,-0.16203,0.09270,0.10785,-1.09148,-0.15899,-1.53995,-0.12383,-1.06601
"9",-0.10790,0.10216,-0.25370,1.45093,-0.21162,1.22661,0.66290,-1.14568,-0.46960
"9",0.47511,0.02690,-0.28285,1.07769,-0.43231,-0.81602,-0.36542,-0.99205,-1.58584
"9",0.30921,-0.37146,0.64314,-0.70497,-0.59515,-0.19847,0.19915,-0.40493,0.74110
"9",0.33385,0.46986,-0.28546,1.07003,-0.01699,-0.58062,-0.78661,-0.60572,0.47593
"9",0.13244,-0.09934,0.51915,-0.54579,-0.41631,1.57346,-0.16600,0.82260,-0.31524
"9",0.50057,-0.18136,0.12009,-0.25559,0.20129,0.66737,-0.99507,-0.26090,3.00294
"9",-0.00535,0.60720,0.10873,-0.07092,0.09414,-0.51474,2.07283,-1.22671,1.75975
"9",0.17515,-0.15109,-0.47894,-0.58861,1.16172,0.58388,-0.51605,0.52176,-0.86309
"9",-0.02169,0.15585,-2.33443,-0.19487,-0.75665,1.19373,1.08964,1.16458,-0.72882
"9",-0.19747,-0.11576,0.18030,-0.25665,-0.96191,-1.24534,1.90941,-1.77290,2.75449
"9",-0.76804,0.99459,0.19340,-0.22018,0.62891,-0.49263,-0.93826,1.11389,1.46379
"9",-0.36926,0.48156,-0.49730,0.15285,0.62019,-0.39504,-0.92132,0.18062,1.89237
"9",-0.14702,0.00622,0.15030,-0.41388,0.12193,-0.43969,-1.11936,0.12162,0.67593
"9",0.40860,0.08323,-2.05005,0.81095,1.18929,-0.40961,-0.26941,0.93154,-4.56114
"9",0.05401,0.09491,-0.13348,0.80148,-0.69192,-0.31250,-0.98455,-0.27865,2.89357
"9",-0.07854,0.50762,-0.43173,-0.13266,-0.85015,-0.25369,-1.49615,-0.50914,-1.04882
"9",0.84833,-0.42713,0.96351,1.38574,-0.75830,-0.04272,0.43481,2.58496,5.23554
"9",-0.20304,0.41820,-0.39121,0.66431,-0.35083,0.38512,-0.52417,0.09746,2.85287
"9",0.47082,0.57436,0.06183,-0.22114,-0.55645,0.08718,1.46802,1.61264,0.11482
"9",0.31121,0.19148,-0.60799,1.41645,0.94701,0.37974,0.31661,-0.96432,-1.01874
"9",0.25389,0.54961,-0.58430,-0.26448,-0.46898,1.32653,-0.46293,-0.14015,-0.52897
"9",0.35503,-0.51556,0.98210,-0.92911,-0.20620,-0.44691,0.32397,-0.27230,0.27959
"9",-0.49678,0.84619,-1.35936,0.08071,0.42332,-1.13967,0.25677,3.54226,-0.16645
"9",0.04178,-0.02873,0.40149,0.03626,-0.01889,0.72247,-0.26700,-0.23200,-0.85765
"9",0.13648,0.05860,-0.01447,0.42281,-0.50657,-0.71357,0.03963,-1.00791,-1.26918
"9",0.41883,0.14017,0.32341,-0.82102,1.22009,0.38332,-1.36291,0.06646,1.98667
"9",1.18227,-0.40406,0.01740,0.06075,1.02580,-0.77273,-0.50769,-0.73918,-0.15821
"9",-0.50341,-0.18726,-0.24193,0.25275,0.95919,0.61990,0.18375,-1.21033,-0.17114
"9",-0.22567,0.21148,0.15175,-0.20544,-0.81608,-1.65552,3.42218,-2.79107,-0.45989
"9",-0.44902,-0.04020,-0.00927,-0.32796,0.03520,2.17071,0.18726,-0.62900,-3.06275
"9",-0.56967,0.91478,-0.05107,-0.09035,0.50403,-0.62568,-1.60370,-0.33271,0.21139
"9",0.58761,0.60930,0.42561,-0.85184,0.39128,0.01845,-1.26526,-0.43116,-0.96719
"9",-0.17984,0.02801,-0.02402,0.57418,-0.19128,1.22487,-0.36763,-0.35636,0.34413
"9",0.01507,0.26354,-0.45221,1.42567,-0.67127,0.64413,-0.55560,-0.89645,-2.42593
"9",-0.88236,0.47027,-0.53749,0.24393,0.81277,-0.49852,-0.56732,-0.69474,1.68642
"9",-0.51885,-0.12481,0.44669,0.42145,-0.71943,1.85404,0.32131,-0.10180,0.95302
"9",-0.21322,0.13985,-0.05683,0.57661,-0.51327,0.84212,0.41647,0.07550,-0.90637
"9",-0.42675,-0.47045,-0.43748,0.30120,-1.45366,-0.40007,-1.10394,0.35733,2.07885
"9",-0.18664,-0.31899,-0.14813,1.46330,-0.47111,0.72192,1.02444,-1.01320,-0.88816
"9",-0.27166,0.73574,-0.15470,0.48753,-0.68965,1.41384,-0.43316,-0.64176,-0.48842
"9",-0.09640,0.30288,-0.59024,0.43255,-1.14534,-0.36682,-0.12361,-0.42651,0.90178
"9",-0.00188,0.83293,0.06846,-1.45238,1.10737,-2.21537,1.46461,-1.50608,-1.07428
"9",0.04138,-0.42532,-0.01424,0.42470,2.10324,-1.08100,-0.50959,-0.17503,-1.09447
"9",-0.59147,-0.26164,0.06440,-0.81266,1.76160,0.73238,-0.39663,-0.65024,2.20331
"9",0.80569,-0.02384,0.44091,-0.69769,-0.42629,0.08496,0.50527,-0.24051,2.52770
"9",0.01454,-0.15570,0.22028,-0.58961,1.28783,0.47659,-1.11913,-0.12263,1.77824
"9",-0.83078,0.23257,0.32013,-0.85910,-0.89313,-1.07054,-0.32083,-0.75360,-2.74262
"9",-0.19947,0.19082,-0.14888,0.17251,-0.27794,-0.87987,-1.60189,0.07277,-1.89889
"9",-0.49417,1.29668,-0.42061,-0.02155,0.88786,-0.51416,-1.14187,0.85615,1.01192
"9",0.01636,0.00903,-0.46128,1.39640,-0.24468,0.49984,0.01150,-0.83685,-0.23488
"9",-0.55951,-1.02181,-0.29169,-0.22032,-0.22214,-2.40449,1.28888,-1.57354,4.47953
"9",-0.27660,0.11792,-0.09894,0.48446,-0.45851,-0.41101,1.92084,-1.81150,0.84297
"9",-0.50419,-0.30016,0.18135,-0.68998,1.13614,0.77504,-0.57390,-0.51581,2.19608
"9",0.26511,-0.31437,0.64353,-0.67852,-0.33599,0.74081,1.02180,-0.88912,0.57114
"9",-0.63886,-0.12128,0.79065,-0.09762,0.83202,1.09481,0.16810,-0.12027,-1.65741
"9",0.04303,0.92971,0.20741,-0.07563,0.72368,1.34808,0.57594,-1.19646,-1.82451
"9",0.17259,0.26078,0.30543,0.81898,-0.47771,-0.36323,-0.23027,1.63539,-1.65568
"9",0.30257,-0.07630,-0.51905,1.56251,1.15675,-0.52322,-0.47549,-1.04476,-4.33633
"9",0.26326,0.06829,-0.33367,-1.23550,-1.14596,0.70142,-1.10605,0.33865,1.18290
"9",0.23215,-0.83190,0.09789,-0.66635,-1.08396,0.21159,0.04697,-0.50402,1.95209
"9",0.02225,0.36116,0.02500,-0.38141,0.03192,0.45411,-0.12731,2.18560,-0.53296
"9",0.37006,-0.26700,-0.33598,-0.14677,1.47121,-0.03356,-0.84029,0.38731,4.09409
"9",-0.41320,0.22580,0.38933,0.20267,1.33426,-0.48970,-1.28746,0.31276,1.56896
"9",0.20303,-0.03643,-0.12067,0.24153,-0.24883,0.12165,-0.81715,-0.20778,2.93911
"9",-0.24390,0.19242,-0.30629,1.01713,-0.51318,0.10654,-0.17902,-0.88237,-2.08156
"9",0.12429,-0.14026,0.51618,0.03950,-0.74703,0.53505,0.00617,1.24658,-0.63190
"9",-0.67397,-0.45364,0.22010,0.13351,-1.74125,-0.25755,0.42537,-0.54250,1.95314
"9",0.03418,-0.45098,-0.00899,-0.85133,-0.62010,0.40369,-1.02690,0.18273,1.61790
"9",-0.01414,-0.17913,-0.67516,1.43142,-0.66140,1.03785,0.26952,-0.84477,-0.00207
"9",-0.02694,0.04930,0.04550,0.06792,0.44991,-0.91112,0.62403,-1.27218,-1.11245
"9",-0.91205,0.50927,-1.29607,0.36435,0.19771,-0.52697,0.17129,1.37667,0.65295
"9",-0.30880,0.21761,0.11901,-0.27828,-0.32802,-1.55105,3.27372,-2.78702,-0.61623
"9",-0.10297,0.18145,-0.60346,0.91294,-0.01602,1.68158,0.89340,-0.91799,-0.79096
"9",0.03825,-0.07897,-0.19193,1.64746,-0.26719,1.88502,0.47291,-0.94487,-0.73847
"9",-0.14174,-0.23346,0.39754,-1.05813,0.10648,-1.11433,0.56811,-1.17846,0.31771
"9",0.62265,-0.66973,0.80469,-1.06192,-0.13278,-0.49783,0.44146,-0.62654,-0.07606
"9",0.08452,-0.48041,0.16120,-0.33661,-0.25240,-0.02693,-1.43498,0.01450,0.52579
"9",-0.32378,0.39378,1.16315,-0.59347,0.20013,-0.14168,-0.33249,1.40745,-1.08855
"9",0.08427,-0.31072,0.05808,-0.51282,1.03951,0.77081,-0.94894,-0.23857,3.11772
"9",-0.08442,0.56547,-0.03838,0.26765,0.62650,2.16871,0.75655,-1.21882,-1.36653
"9",0.01361,-0.19963,-0.38518,1.05955,0.63559,-0.71055,-0.00355,-0.46995,0.70453
"9",0.34679,-0.10946,0.44247,-0.75868,1.40490,0.92428,-0.62088,-0.17776,2.38271
"9",-0.28787,0.06938,0.11893,0.51933,-0.16149,0.00997,0.06700,-0.37212,-0.25036
"9",0.02436,-0.36335,0.18060,0.91166,-0.75680,-0.61056,-0.01878,1.85981,0.74920
"9",-0.05252,-0.74764,-0.26109,-0.27646,-0.00154,-1.07577,-0.02054,-0.47753,0.92094
"9",0.30197,0.17923,-0.41480,1.23558,-0.24037,-1.09128,-1.03108,-0.62134,-0.77740
"9",0.37157,-0.25920,-0.41489,1.44238,1.46739,-0.50999,-0.76660,-0.92052,-4.23906
"9",-0.23370,-0.10794,-0.16634,0.59049,0.43255,0.62940,-0.54290,-0.69260,-0.88982
"9",0.14596,-0.56541,-1.23374,0.94685,0.59294,-0.13514,0.06210,0.55196,-0.33696
"9",0.18849,0.51233,0.21944,0.06239,-0.86491,1.09741,0.29886,-0.15847,-0.04601
"9",0.16131,-0.00478,-0.33228,0.11577,-0.15126,0.91874,-0.26218,-0.23627,-0.81444
"9",-0.48216,-0.99924,-0.24314,-0.27532,0.12004,-1.85098,1.31262,-1.49946,4.98669
"9",-0.52049,-0.17454,0.00322,-0.06774,1.89755,-0.27644,-0.88978,0.25867,2.97603
"9",-0.38659,-0.22051,-0.54018,0.45091,0.52684,0.83875,0.36892,-1.31791,-1.08960
"9",0.55790,-0.69630,-0.31646,0.83478,2.08985,-0.28578,-0.81709,-0.53540,-2.10734
"9",-0.23026,-0.02227,-0.83647,0.71573,-0.55378,1.07673,0.18326,0.42786,-1.16349
"9",0.00894,-0.21921,0.55119,0.14505,-1.78087,0.61636,0.55450,-0.71633,0.39076
"9",0.00441,-0.44906,-0.40127,-0.69301,-0.92238,0.44566,-1.08043,0.17962,1.63976
"9",0.35218,0.25384,0.99161,-1.06562,-0.69242,-0.09386,0.11770,-0.10156,-0.47752
"9",0.53920,0.01448,0.08685,0.23676,-1.63444,-0.15777,0.02382,0.05295,3.17010
"9",-0.20297,0.08835,-0.25241,0.76158,-0.30322,0.53614,-0.53929,-0.18440,2.41308
"9",0.14935,-0.01157,-0.70545,1.22698,-0.29315,-0.79055,-0.68639,-0.46631,-1.15469
"9",0.13626,-0.30987,0.05216,0.19047,-0.86883,-0.55926,1.31950,-1.38187,-1.19815
"9",-0.31770,0.11704,-0.00688,0.51914,0.54884,-0.41595,3.17605,-2.19785,-2.93956
"9",-0.25529,0.90922,-0.50594,-0.08377,-0.63131,0.94874,-0.76157,-0.40016,-0.95371
"9",0.01294,-1.02557,-0.20460,0.14713,-0.32471,-0.28418,-0.37836,-0.99092,0.38959
"9",-0.69418,0.70342,-0.36892,0.90484,-1.05697,-1.12442,-0.17985,0.73824,-0.17912
"9",0.07235,0.10958,0.59537,-0.06336,1.00489,0.72726,-0.64648,0.41069,0.88094
"9",0.83588,0.33191,0.29926,-0.55254,0.31394,-1.20118,-1.02210,-0.73968,-2.62824
"9",-0.42329,0.00254,-0.61893,0.43721,-0.42526,1.02381,-0.31971,-0.30058,-0.11343
"9",0.44606,-0.30464,-0.38051,-0.90927,0.07105,0.11140,-0.91743,-0.18783,-0.64724
"9",-0.13462,0.31951,-0.53302,0.03165,0.18092,-0.32585,-0.71793,0.63969,2.80831
"9",-0.79624,0.84680,0.28719,-0.24271,-0.34380,0.36676,-0.89667,-0.07647,1.36239
"9",-0.02677,-0.05708,0.51700,0.09528,0.08001,1.09552,-0.35272,-0.20156,0.21964
"9",0.14617,-0.78741,-0.31444,0.02899,0.25992,0.11086,-0.77779,-0.32001,3.38827
"9",0.16297,0.17833,0.88173,0.63468,-0.32303,-0.07539,-0.58016,0.34032,-0.84151
"9",-0.44940,-0.45791,-0.39352,-0.90927,-0.33220,-0.65537,-0.83130,1.25315,-1.19666
"9",0.37945,-0.43535,0.43426,0.00430,0.05946,0.20396,-0.81555,-0.26883,-1.23931
"9",0.33439,-0.99810,-3.73236,-0.97130,-0.26863,-0.72788,1.59919,4.14282,-2.60370
"9",-0.60332,0.61819,-0.68594,-0.29176,0.78255,-0.72783,-0.74402,0.76608,1.45893
"9",0.48089,0.10231,-0.17118,0.79769,-0.14109,-1.25454,-0.55812,-0.68129,-1.53969
"9",0.24168,0.16829,-0.36412,0.58284,-1.09150,-0.52404,0.41356,-0.08083,0.43648
"9",-0.50953,-0.41876,-0.16374,-0.29003,-0.44052,0.22175,0.65435,0.81357,-2.04078
"9",-0.27246,-0.07174,0.03553,-0.02799,0.34476,-1.13702,2.50113,-0.19812,-2.41943
"9",-0.53442,-0.24847,0.82675,-0.11947,0.26823,1.88127,0.05976,-0.21824,-2.87806
"9",0.83615,-0.89238,0.70878,-0.57364,-0.72494,0.22035,-0.10113,-0.33560,-0.40210
"9",0.50532,-0.23412,-0.35112,-0.23106,0.15470,-0.66917,-0.63845,2.15779,-0.97284
"9",-1.19815,-0.70210,0.05468,-0.45745,-0.20042,-1.31155,-0.53800,-0.94550,-2.80477
"9",0.14213,0.27197,-0.34373,-0.37315,-0.16722,1.67877,-0.54223,-0.40857,-0.94797
"9",-0.51917,-0.26194,-0.04177,0.30150,0.76069,0.30397,-0.82593,-0.32795,0.50205
"9",0.50830,-0.41980,0.53542,-0.22915,-0.35105,-0.31124,-0.85557,-0.21644,-1.36457
"9",-0.66891,0.43351,-0.19040,1.19701,-0.25897,0.14143,-0.37341,-0.90026,-2.47203
"9",-0.42483,0.26076,2.18857,0.14551,0.95406,-0.98209,0.93265,4.61186,-0.73130
"9",-0.04288,0.31261,-0.49992,1.20961,-1.00950,1.07655,-0.23298,-1.01877,-1.92846
"9",-0.09423,-0.57491,2.76492,1.23831,0.59399,-1.01754,1.50812,6.07402,-0.78814
"9",-0.69287,0.05328,-0.22123,0.71403,-0.14053,0.01117,-0.36984,0.02058,0.79436
"9",-0.12463,0.48746,0.33515,-0.98817,-0.83303,-2.11092,2.50585,-2.29939,0.73919
"9",0.46013,0.09733,0.06523,-0.04457,0.14175,-1.44829,0.88332,-1.45128,-0.42196
"9",-0.47369,-0.16731,1.08812,-1.05929,-0.67273,-0.45759,0.33713,2.38409,-1.22742
"9",-0.18726,1.07098,-0.44629,-0.63181,0.02988,-1.88580,2.11444,-0.99920,-0.96871
"9",0.05759,0.01039,0.88610,-0.46996,0.10131,1.81041,-0.13191,0.62843,-0.57980
"9",0.58835,1.03644,0.56965,-0.80648,-0.30889,-0.48558,0.17356,-0.21467,-1.48999
"9",-0.05518,-0.34787,0.14673,-0.58469,-0.60643,0.33074,-1.40310,0.07609,-0.69643
"9",-0.89916,0.09272,-0.12986,0.30075,0.88239,0.00906,-0.39180,-0.36629,1.26649
"9",0.32392,-0.18388,-0.56189,-1.48019,-0.20938,-0.17328,-0.71239,1.35036,1.18790
"9",-0.49547,0.56124,0.22164,-0.08069,0.02810,0.08488,-0.97950,0.02836,-0.17562
"9",-0.50544,-0.32014,0.38074,-1.10535,-0.08376,-0.99121,0.51432,-0.91209,0.73914
"9",0.53447,0.42395,-0.03046,0.89810,-1.19710,-1.70795,0.07321,-0.61111,-0.51858
"9",0.52332,0.07481,0.03387,-0.47626,1.87858,0.08300,-0.24927,-0.71043,2.59546
"9",-0.01789,-0.26588,-0.22867,0.36275,-0.89350,-1.02974,-0.06783,-0.44087,-0.56757
"9",0.23892,0.58292,1.08438,-0.56770,0.32407,0.02429,-0.68977,0.54156,-1.15982
"9",-0.62312,-0.32159,-0.02517,-0.25389,0.66913,-0.57718,-0.51444,1.45405,0.40409
"9",-0.21986,0.24930,0.87196,-0.69529,-0.01794,0.89561,-0.45027,0.35293,-0.09238
"9",-0.21063,0.55371,-0.24416,-1.30322,1.68478,-1.89110,2.03366,-0.79141,-1.35054
"9",0.50415,0.12882,-0.08812,0.68718,0.40038,0.23127,-0.32107,-0.16644,0.66679
"9",-0.36353,0.37202,1.19114,-0.31130,0.35218,-0.04420,-0.03236,2.28520,-0.55403
"9",-0.92057,-0.02603,-0.13396,0.25288,1.02268,0.04524,-0.35781,-0.47467,1.45727
"9",-0.44009,0.22437,0.54457,0.00208,-0.02517,-0.39015,-0.35150,1.25700,-1.04991
"9",0.06379,0.63996,-0.02063,0.62898,-0.11717,1.66044,0.73158,-1.04575,-0.36243
"9",-0.24245,-0.47683,0.46109,0.43290,-0.47063,-0.96900,1.09562,-0.32246,-0.95537
"9",-0.04332,-0.83389,-0.13320,0.39022,1.48470,-0.45646,-0.51593,0.14249,3.21462
"9",0.10219,-0.53457,1.19886,-0.31309,0.39802,-0.73483,-0.21946,2.21140,0.80632
"9",0.17031,0.24655,0.06525,0.16808,0.37661,-1.18872,-0.56196,-0.46410,2.53233
"9",0.36014,0.19106,0.13778,1.28734,1.29985,-1.90745,-0.48399,1.37936,-3.10455
"9",-0.07825,-0.66059,-0.08739,-0.69199,0.12254,1.10539,-0.26685,0.71094,-3.39411
"9",0.11755,-0.76709,0.23851,-0.51733,0.83250,0.24070,-0.32027,2.05366,-3.13658
"9",-0.67776,0.64053,-0.26024,0.71395,0.57563,-1.33611,-0.69536,0.09092,-2.42480
"9",-0.28890,0.13172,0.15617,0.50961,-0.29087,0.52131,1.55059,-1.05844,0.66358
"9",-0.09057,0.59593,0.01085,0.51218,-0.42212,-0.86405,-0.14823,-0.74688,2.35317
"9",0.13074,0.07542,0.32618,-0.24413,0.46015,0.81538,-0.30510,0.00924,2.83102
"9",0.13439,0.32799,1.06364,-0.87384,0.20587,-0.35872,-0.27138,-0.00091,-1.44267
"9",0.93872,-0.19697,1.74962,1.21777,-0.25677,-0.25549,1.67898,4.80482,2.60379
"9",-0.88065,0.72041,-0.00006,-0.84314,2.10576,1.09120,-0.54008,-0.65513,2.93826
"9",-0.19202,-0.17794,0.06333,-0.58305,1.68116,1.66712,0.72183,-0.29425,-1.37317
"9",0.44382,-0.21750,-0.51979,-1.20378,-0.30525,0.34778,-0.30778,1.40401,1.28529
"9",0.00397,-0.19272,0.06214,0.50737,-0.71302,-0.92398,0.14979,-0.50472,-0.32383
"9",-0.07050,-0.34515,-0.24596,0.78299,0.38074,0.72884,-0.42066,-0.75317,-1.03135
"9",-0.44525,0.46510,-0.97928,0.37021,-0.29582,-0.48604,-0.14796,1.69037,-0.86696
"9",0.00768,-0.00840,-0.24385,0.77142,0.35431,-0.66890,-1.37774,-0.47477,-2.42444
"9",0.22500,0.86843,-0.85108,-0.97391,-0.55287,1.09207,0.03973,1.45358,-0.52587
"9",-0.63237,-0.07615,-0.33555,-1.25541,0.01164,-0.32388,-0.21844,1.16205,-0.86760
"9",0.40838,0.35686,-0.54784,-0.47026,-1.00391,0.64230,0.33346,0.09087,-0.57780
"9",0.57740,0.83196,0.61697,-0.24160,-0.55267,-0.94352,-0.76533,-0.20602,-2.34296
"9",0.23645,0.16578,0.08680,-0.04400,0.85950,-0.78055,1.37169,-1.41164,-0.21354
"9",0.26893,0.05084,-0.28791,1.25518,-0.10354,-0.74060,-0.61646,-0.70687,-1.65713
"9",0.31715,0.39408,0.08757,-0.11014,0.36833,-0.82512,0.36497,-0.80533,2.57650
"9",1.25852,0.63663,-0.21932,0.42969,-1.05043,0.71921,0.64363,0.51203,4.24221
"9",-0.53372,0.43890,-1.74633,0.07414,-0.38017,0.23870,1.75682,4.17768,-1.01613
"9",-0.11408,-0.53746,0.49150,-0.09718,-0.15200,-0.28593,-1.38016,0.23898,-0.08323
"9",0.71459,-0.65104,-0.23363,0.33481,2.20476,-0.61444,-1.26920,-0.56962,-2.22521
"9",0.59073,-0.20434,-0.43419,0.59482,0.94921,0.21792,0.91531,-1.45549,-0.98240
"9",0.01467,0.11567,-0.18868,0.94185,-0.06673,1.21687,1.25691,-1.58528,-0.92607
"9",0.50638,-0.34286,0.48720,-0.38415,-0.64121,-0.13502,-0.05674,-0.44388,2.86592
"9",0.00846,-0.78495,-0.18511,-0.32149,0.53662,-1.13437,0.63370,0.42515,-1.02046
"9",-0.04828,0.36151,-0.09046,0.62402,-0.86197,0.69048,0.74054,-0.41318,-0.63211
"9",0.18358,0.30917,0.06077,-0.08163,0.07922,-0.74405,0.52625,-1.05051,2.77442
"9",0.56329,0.86437,0.47241,0.55951,0.07720,0.63808,-0.27655,1.07454,4.43504
"9",-0.05271,-0.19624,1.46823,0.17060,0.15149,1.81141,0.89626,1.24809,-0.72465
"9",0.56290,-0.39691,-0.01084,-0.09551,-0.49549,-0.07896,0.34895,-0.91284,0.65255
"9",-0.83707,0.34060,-0.51126,0.20964,-0.73797,0.23418,0.44937,-0.89874,-1.25815
"9",-0.31973,-0.28688,0.27596,0.85569,-2.07937,-0.11059,-0.98238,0.20316,-0.57644
"9",-0.09033,0.35412,-0.29486,0.74698,-0.85310,0.34725,0.13222,-0.43839,-0.80221
"9",0.16473,-0.49060,0.12080,0.07272,-0.50674,0.03437,-1.19860,-0.02703,2.40872
"9",0.01887,0.87091,-0.72976,0.02734,-0.33411,1.41268,-0.42452,-0.84831,-0.95946
"9",-0.60802,-0.25416,-0.15004,-0.76969,2.37063,0.48355,-0.80003,-0.41394,2.49135
"9",0.51912,0.47525,0.36797,0.36043,-0.54329,0.16606,-0.68957,0.37679,3.59011
"9",-0.41792,-0.26171,0.54750,0.03061,-0.01957,0.98776,-0.11294,0.31792,-2.34294
"9",-0.39177,0.55833,-0.49728,0.22495,0.79408,-0.31214,-0.81541,-0.14979,2.06235
"9",-0.47736,0.49261,-0.25580,-0.27603,-0.07643,0.66732,-0.61575,0.17899,1.27923
"9",-0.50008,-0.17504,0.18348,-0.16186,-1.01252,-0.59513,-0.05975,-0.78429,-2.28755
"9",0.18984,0.35035,-0.46171,-0.07373,-0.03104,1.25364,2.14243,-0.35341,-0.24682
"9",0.80197,-0.08295,0.03749,0.83045,0.58164,-1.18575,1.01868,-0.92297,-0.45589
"9",-0.52990,-0.27136,-0.47521,-0.54573,-0.37294,-0.77562,1.15264,-1.49196,1.80920
"9",-0.12494,-0.00899,1.34930,0.93272,-0.77746,-0.56923,0.27328,0.92127,-0.14853
"9",0.36527,0.34974,-1.28563,0.36006,0.36094,-1.93571,-0.33410,0.63055,-0.88313
"9",0.03271,-0.00704,-0.52192,1.47442,-0.50280,0.49320,-0.17028,-0.80950,-0.31979
"9",0.12955,0.14886,0.01130,0.93147,-0.39394,-0.34794,3.64157,6.78834,-0.13818
"9",-0.67110,0.02275,-0.30321,0.02740,1.06896,-0.04549,-1.04577,0.05770,1.10922
"9",-0.15736,-0.11204,0.06662,0.19288,-0.52639,0.46928,-0.72970,-0.44172,0.79122
"9",0.08669,0.16680,0.65008,-0.50661,0.49649,0.75634,-0.96271,0.28935,-1.55729
"9",-1.17899,-0.76740,0.11815,-0.12330,-0.28577,-1.18211,-0.13266,-0.42708,-2.61217
"9",0.04615,0.06554,-0.42470,1.62822,-0.86015,0.60438,-0.55936,-0.93041,-2.27440
"9",-0.72050,1.10407,0.07171,-0.24744,0.68021,-0.69007,-1.47262,-0.02748,0.56632
"9",0.52122,-0.23323,0.51787,0.24680,0.32818,-1.00365,-0.81812,1.52252,-0.92845
"9",0.02492,0.59840,0.27855,-0.73084,-0.13343,-1.00701,1.98840,-1.64782,1.80937
"9",-0.20025,0.09956,0.47999,0.43451,-0.17862,0.41169,-0.78636,0.23316,-2.36227
"9",-0.01407,-0.16759,-0.56216,1.72877,-0.62644,0.26988,-0.64872,-0.75492,-1.27656
"9",-0.25103,0.30743,-1.53291,-0.26812,-0.26696,-0.26009,1.93788,4.92987,-2.17473
"9",-0.22350,0.02367,-0.40503,1.33606,-0.30553,0.75162,0.24968,-1.01104,-0.96208
"9",-0.18536,0.11523,0.18047,-0.16341,0.10590,-0.47554,-1.10692,0.19967,0.42750
"9",-0.05430,-0.62574,0.99045,0.19498,-1.42882,2.12416,0.62781,0.45151,0.00138
"9",0.10426,0.08848,0.38500,-0.59793,-0.12478,1.48548,-0.28014,0.40507,0.48610
"9",0.34158,-0.44988,0.26557,-1.05600,0.46855,0.57626,-0.53480,0.65213,-2.30322
"9",0.24417,-0.35544,-0.44774,0.33415,-0.37250,-0.33062,-1.05012,0.33982,-1.53381
"9",-0.31575,0.52293,0.12984,1.17913,-1.00665,-1.43366,-0.67903,0.14905,-0.60168
"9",0.29828,-0.01391,-0.28971,1.16110,-0.14298,-0.65079,-0.40970,-0.88343,-1.71836
"9",-0.18158,0.21792,0.20864,-0.00903,-0.29716,-0.68709,-1.00858,-0.43709,-0.84983
"9",-0.56173,-0.11696,-0.27005,-0.05689,-1.06725,-0.33070,0.77675,1.57721,-0.28354
"9",0.16744,0.31155,0.83529,-0.45991,-0.21846,-0.91813,1.03972,4.31977,-1.19809
"9",0.05698,0.28777,-0.66286,0.21526,-0.49049,1.15207,-0.43974,-0.97452,-0.49553
"9",-0.39110,-0.54842,-0.13151,-0.06606,-0.49209,-0.48230,0.91337,-1.01165,2.62707
"9",-0.22563,0.94576,-0.19338,-0.01933,1.37799,-0.46497,-1.35447,0.39412,0.94228
"9",0.24056,0.20993,-0.16681,0.16553,0.57475,0.71894,-0.51327,0.42731,-1.02776
"9",-0.35177,-0.42077,-0.72234,0.20598,0.36555,0.51839,-0.44715,0.10434,1.98045
"9",-0.61975,-1.25641,-0.28738,0.09876,-1.08424,-1.69610,1.38593,-1.60683,3.78353
"9",0.02273,0.87342,-0.51277,0.00735,-0.35271,1.37389,-0.84390,-1.37314,-0.90184
"9",-0.13700,0.13220,1.45818,-0.01815,-0.25002,-0.28625,-0.30025,1.27695,-1.02286
"9",-0.65033,-0.51007,0.02949,-0.16878,-0.83178,-0.10642,0.40873,-0.32675,-2.11358
"9",-1.11821,-0.26476,-0.22435,-0.63122,-0.30769,-1.02320,0.04898,-0.47071,-2.70902
"9",0.86683,0.29441,0.23996,-0.45708,-0.07038,-1.26075,-0.55577,-1.01869,-2.82501
