ETIQUETA;N;E;PC9;PC8;PC7;PC6;PC5;PC4;PC3;PC2;PC1
3;879332.6057;169685.8184;-0.33258;-0.1261;0.00997;0.5228;-0.26077;-0.71853;1.62727;-1.12615;1.52751
3;879131.7733;172712.6807;-0.18701;-0.03169;0.13984;0.37975;-0.35825;-0.92467;1.87232;-1.47585;1.32409
3;883940.237;165820.3579;-0.3423;-0.33719;-0.31424;-0.38214;-0.15206;-0.49008;1.41146;-0.01998;1.82582
3;869431.8872;174469.4037;-0.01555;0.69297;0.07962;-0.47572;0.16897;-1.58667;2.05337;-0.98893;-0.03666
3;900191.8383;175525.8678;-0.07312;-0.62787;-0.02692;-0.16552;-0.73248;-0.51328;1.46842;-1.33469;3.2806
3;872499.678;170991.2187;-0.11509;0.66029;-0.0707;0.18203;0.15159;-0.49012;1.86744;-1.63339;1.05189
3;869015.6475;168782.9796;0.06353;0.52807;-0.12893;-0.31758;-0.15427;0.00774;2.13645;-1.0068;2.13138
3;897431.0989;165670.3425;-0.53089;-0.38484;-0.7001;-0.5381;0.52087;-0.79183;1.39176;-1.40186;3.18702
3;870793.4192;171421.6965;-0.09644;0.63999;0.25096;0.02243;0.22434;-0.6745;1.96601;-1.39466;1.31061
3;883154.7648;174728.7404;-0.15908;-1.24006;-0.13162;-0.03295;-0.49024;-1.16352;1.44042;-1.46443;2.85917
3;881298.6955;172364.8292;-0.13905;-0.19435;-0.45669;0.25695;-0.65821;-1.23625;1.87216;-1.05962;1.97176
3;900798.2491;174202.0807;-0.24423;-0.63324;-0.06658;0.04295;-0.9166;-0.55306;1.50112;-1.37192;3.62353
3;890730.038;189591.9539;-0.65137;0.24116;-0.66359;0.50516;-0.14384;0.1761;-0.44917;0.14918;1.175
3;891306.23;195244.3713;-0.58726;0.11714;0.18076;0.2818;-1.00872;-0.0266;-0.32408;-0.18221;0.62574
4;911371.6654;234693.0025;0.04224;-0.48734;-0.02715;-0.45834;-0.28094;0.03513;-1.27278;-0.06838;0.43167
4;927082.6748;256863.2712;-0.29455;0.36498;0.04853;-0.1334;-0.13273;0.06247;-0.05934;0.58105;-1.33892
4;878909.9631;205006.5239;-0.25241;0.12536;-0.05059;0.45093;-1.0183;-0.89054;-1.12423;-0.22468;0.46241
4;908541.4118;267401.1551;0.13503;0.10643;-1.15011;-0.88209;-0.27634;1.30843;1.30676;4.02044;-0.30952
4;911993.3129;224913.4796;-0.39305;-0.6783;0.05089;0.17244;-0.36696;-0.12343;-0.68847;0.10879;1.52752
4;883210.1014;214743.1313;-0.18009;-1.11081;0.7068;0.56956;-2.07473;0.07775;-0.29544;0.51732;-0.99043
4;902527.3501;255774.0504;-0.17091;-0.11914;0.36079;-0.35009;-1.44913;0.84967;-0.27556;-0.04244;-2.57434
4;976230.7222;282888.2689;0.41799;0.16764;-0.52787;1.89161;-0.30626;0.02695;0.01446;-0.51103;-0.27423
4;911430.4603;276933.1213;-0.0317;0.1421;0.31784;-0.15101;0.40138;2.22127;0.12231;-0.4918;-1.5136
4;936610.9955;248674.0469;-0.01877;0.30246;-0.0121;-0.45096;-0.47327;-0.19854;-0.32594;-0.23185;-0.60438
4;892181.8542;204786.1174;0.40237;-1.25375;0.17547;-0.04026;-0.55771;0.08686;0.6009;-0.55793;0.3115
4;940228.1225;228634.2001;0.39857;0.51628;-0.4779;-0.45965;-0.66973;0.85384;1.04055;0.9751;0.54904
4;854960.5442;285212.7761;0.1394;-0.61801;-1.40118;-1.18624;0.19325;1.88959;0.61366;0.3625;-3.562
4;944174.2406;236692.6245;0.1981;0.02332;-0.63131;0.28616;-0.59697;0.70938;1.85179;2.6281;-0.17861
4;919618.72;197412.2158;0.47747;2.01202;0.20781;0.389;-0.28432;0.31048;0.71217;2.14722;6.47505
4;848532.0933;296485.5418;-0.80964;-0.40054;0.13636;0.35224;0.54683;2.80442;1.87028;-0.29491;-2.12957
4;868904.3403;239043.6759;-0.42749;0.45107;-0.45467;0.30472;0.1387;-1.00687;-0.60403;0.65553;-1.67725
4;905327.8711;268461.0137;0.06642;-0.11477;-0.32721;-0.19425;-0.4645;1.44163;1.05887;2.92089;-1.26392
4;913655.6874;268018.1155;0.21061;0.16714;0.00635;-0.69385;-0.12506;1.33224;-0.416;0.7639;0.07004
4;864736.5851;291095.1501;0.22034;-0.13037;0.70789;-0.08656;-0.18465;0.94017;-0.04039;0.0117;-0.55555
4;899921.0561;237011.4056;0.07755;0.13214;-1.7021;-1.94924;-1.19982;0.60921;-0.20891;0.84849;0.22038
4;944725.6617;232869.4675;0.40735;0.19883;-0.63434;0.03907;-0.44601;0.25255;2.26699;3.6806;-0.16053
4;889583.0864;208159.4395;0.22993;-1.37296;0.19547;-0.15771;-0.68353;-0.08884;0.03715;-0.35209;-0.04955
4;904569.282;246918.0265;0.08852;-0.01074;-0.06553;-1.89763;-0.80511;0.68681;-0.78032;-0.64252;-1.67427
4;895018.2301;282307.9365;0.33553;0.41844;0.38155;-1.125;-0.54743;0.4892;-1.20391;0.96291;-1.5154
4;904094.7592;260067.1557;-0.36072;-0.25372;1.19467;0.51025;-0.90177;0.74026;-0.09247;1.54573;-2.45021
4;863360.3608;264787.8341;-0.02076;-0.54315;-0.33035;-1.28109;-0.11128;0.28124;-0.95954;0.69624;-0.91578
4;888892.0919;218520.9364;0.03267;-1.14258;-1.12439;-0.79283;-0.67238;-0.13242;-0.58223;0.72268;0.09484
4;904910.8301;192923.0303;0.09261;-0.26548;-0.24003;-0.07227;0.31779;0.71014;-0.72709;-0.17967;2.3524
4;976820.3206;286775.8234;0.60531;0.26196;-0.4949;1.82961;-0.84392;0.32132;0.39341;-1.01069;0.11346
4;864892.156;208748.7885;0.37352;-0.11906;0.2066;0.30986;-1.41726;-0.02506;1.55855;-1.56691;-0.79605
4;895155.7927;268600.2835;-0.44717;-0.12696;0.41024;0.1344;0.29291;1.58691;0.47741;0.48223;-1.56292
4;925914.4573;270416.3695;-0.00442;0.83256;-0.55124;0.22472;-0.441;1.72525;-0.39449;-0.74172;-0.84004
4;897407.2631;254465.8081;-0.38958;0.07047;0.38262;-0.84259;-1.27383;-0.46599;-0.07873;0.17906;-2.70091
4;952046.0356;244061.6864;-0.52866;-0.09569;1.02111;1.55272;-0.32907;1.01063;0.62949;0.68505;-1.26583
4;941322.5524;241239.7757;0.27111;0.25693;0.20111;-0.50405;-0.35726;0.67121;0.2402;-0.29026;-0.86977
4;910084.9877;250256.5561;0.10498;-0.32963;-0.52315;-1.03343;-0.15698;1.00416;-0.56288;0.72433;-1.88646
4;974078.1645;227589.9779;-0.01877;-0.05022;-0.51485;0.56033;-0.12462;1.12357;0.57739;0.84556;0.38424
4;857268.182;241202.9971;-0.01032;0.12288;-0.65627;0.94233;0.76787;-1.48177;-0.71188;0.95928;-2.77957
4;888361.0946;213476.0258;0.45066;-0.59481;-4.61159;-2.18603;-1.8441;0.18197;0.10496;1.38986;-0.58078
4;871171.448;212499.5383;-0.02881;0.11406;0.40055;0.56826;-0.15571;0.01263;0.89466;-0.23358;0.48867
4;912865.7826;278670.707;0.05019;0.25656;0.07817;-0.17828;0.20804;2.5182;0.08647;-0.95752;-1.43877
4;932733.5537;245421.9341;0.08675;0.3449;0.29687;-0.84523;-0.07573;-0.46853;1.11223;1.71861;-1.21381
4;922731.711;246522.6949;-0.03014;0.17551;0.55165;-0.22635;-0.22164;0.03218;0.15789;0.80445;-1.09622
4;893085.722;203347.2312;0.27306;-1.06586;-0.21117;-0.45273;-1.03617;0.28593;0.63438;-0.96394;0.14732
4;941434.47;257811.3472;-0.45697;0.40755;-0.58264;0.67828;-0.05421;-0.63689;0.26011;2.21534;-1.00508
4;896732.5418;194569.9242;-0.43356;0.1743;-0.78105;-0.354;-0.2023;-0.53111;-0.16319;1.61023;0.78733
4;892446.2715;278986.0467;-0.04355;-0.13578;1.95952;-0.01352;0.1291;0.13683;-0.38092;1.58002;-2.41341
4;971958.5052;295668.793;0.17645;-0.12408;-0.22762;1.2549;0.15942;1.05738;0.62545;-1.02269;-0.31047
4;894727.3839;256314.7307;-0.60398;0.25328;0.31933;-0.65503;-1.38334;-0.92493;-0.25944;-0.31064;-2.80404
4;905245.5048;249543.1872;0.00482;-0.05186;0.11227;-1.11307;-0.70763;0.79198;0.21231;1.42221;-2.06746
4;936299.122;240584.5303;0.3612;0.38334;0.71866;-1.08108;-0.78679;-0.10781;0.16511;-0.03689;-0.74667
4;933627.2703;246768.7546;-0.10617;0.21931;0.65558;-0.22223;0.18871;-0.62856;1.97064;3.12083;-1.2401
4;919435.7949;274924.2932;0.18474;0.35143;-0.43968;-0.15928;-0.11963;1.87937;-0.22858;-0.89815;-1.14901
4;934336.4361;250429.347;0.07176;0.4612;-1.18409;-0.92416;-0.24775;-0.55128;0.26931;1.2045;-0.60702
4;903383.0224;235705.103;0.11343;-0.26895;-0.57051;-1.27601;-0.4974;0.61105;-0.62286;1.19;0.88074
4;894252.7852;267979.0962;-0.52185;-0.07396;0.383;-0.0763;0.21839;1.38692;0.1544;-0.19774;-1.78027
4;852004.5543;254457.2302;1.27163;0.34638;-1.11692;1.35047;2.38192;-1.41137;0.05317;2.49993;0.19328
4;931545.4078;253771.2115;-0.01388;0.46636;-0.79701;-0.4746;-0.28169;-0.79569;-0.00413;1.02768;-1.02455
4;866071.449;296409.0339;0.07569;0.01769;-0.16555;0.31889;-0.265;1.33366;-0.18374;-0.03324;-0.42295
4;976609.3294;291851.7109;0.16195;0.27104;-0.40019;1.73766;-1.05652;0.37545;0.93497;-1.27166;-0.51982
4;975538.4981;293876.1188;-0.07843;0.22343;-0.19521;1.55515;-0.36206;0.77691;0.82767;-1.17306;-0.52064
4;881664.0026;231453.912;-0.3671;-0.43187;-0.95673;-1.03566;-0.45272;-0.57976;-0.8656;0.68678;-1.82865
4;939794.5913;237301.4436;0.48501;0.47252;0.35364;-0.66638;-0.98321;0.33827;0.47142;0.12927;-0.79977
4;935633.7329;232501.9139;0.47079;0.40094;0.1942;-0.74587;-0.94571;0.60535;-0.50904;-0.28735;-0.86849
4;861415.0063;278502.5337;0.11023;-0.85296;0.14671;-0.9323;0.98582;1.0107;0.41492;1.66325;-2.8615
4;904551.5444;267701.6399;-0.04783;-0.1133;1.05081;0.41418;-0.68074;1.38898;0.56998;1.69997;-1.12456
4;938234.3156;245100.5457;0.07248;0.29065;0.62218;-0.406;-0.66971;0.33252;0.22619;-0.23125;-0.95529
4;895555.2345;211076.7939;1.09885;-0.11019;-0.18274;0.20044;-0.62301;0.06669;1.78555;3.8672;2.21894
4;888090.664;285369.135;0.39411;0.49704;-1.37478;-1.4197;-0.34872;0.47368;-0.32983;2.60642;-2.04151
4;907803.9408;281428.9435;0.10291;0.45178;0.31598;-0.39525;-0.02642;1.97897;-0.42956;-0.58909;-0.83862
4;937050.905;229972.658;0.30548;0.25602;0.37487;-0.129;-0.92692;0.79137;-0.09565;-0.28197;-0.59189
4;857939.8869;291438.6148;0.21285;-0.4243;0.45783;-0.53344;1.4923;1.39412;1.19906;0.04041;-1.82605
4;929604.0945;253810.6422;-0.0514;0.19831;1.06629;-0.00806;0.31024;-0.67145;1.04863;2.4151;-0.8032
4;891500.2684;279178.2885;-0.07943;-0.10203;1.49664;-0.18171;0.05474;0.16775;-0.21406;1.9516;-2.37737
4;931106.7833;250414.6104;-0.10968;0.30355;1.43663;-0.03421;0.21095;-0.68493;0.84312;1.43366;-0.86104
4;854630.9443;283330.2428;-0.10059;-0.69453;0.55388;-0.26847;-0.18179;1.63034;0.42444;0.96224;-3.35539
4;892856.3095;241037.6089;-0.40749;-0.19834;0.33741;-1.07502;-0.51563;-0.10908;-0.90805;1.35982;-0.62809
4;882689.4104;229203.8555;-0.35464;-0.6683;0.0027;-0.92942;-0.21326;-0.53434;-1.10329;-0.30981;-1.57429
4;878415.6922;211742.2196;-0.22925;0.13911;-0.12749;0.74362;-1.27911;-0.18724;-0.55856;0.30836;0.34437
4;896547.8613;192910.0724;-0.36293;0.44009;-0.25706;-0.0001;0.39225;-0.38522;-0.97138;0.35748;1.82993
4;864664.5982;264061.0898;-0.14455;-0.62992;0.43136;-0.90219;-0.18089;0.04953;-0.86741;0.85913;-0.37159
4;898796.8072;247678.6994;0.0005;0.2655;-0.13823;-2.34181;-0.96409;0.25353;-0.34374;-0.91095;-2.18665
4;940160.6789;247753.3097;-0.06579;0.28914;-0.40023;-0.40191;-0.46856;0.22693;-0.37025;-0.17671;-0.99308
4;873666.5498;204682.0003;0.08825;0.06172;-1.19838;0.12922;-1.02341;-0.74305;0.58978;0.48943;0.10651
4;936863.227;241821.0171;0.38117;0.41128;0.27232;-1.24058;-0.82964;-0.09831;0.51501;0.15352;-0.81766
4;953071.7132;244435.8576;-0.37013;0.08579;-1.05039;0.7371;-0.47028;0.86408;0.98719;1.32172;-1.87557
4;903742.4703;275877.9693;0.2072;-0.06746;0.49339;-0.84772;0.08475;2.01328;0.06452;0.15488;-0.02853
4;876561.4864;216412.3372;-0.33234;0.05157;-0.28031;0.41988;-0.05554;0.45888;0.11122;-0.01188;0.09834
4;898592.2306;212967.4659;1.10549;0.55424;0.50841;1.28255;-0.95617;0.25783;1.46811;3.24657;4.01279
4;914667.1683;273016.1459;0.29118;0.18763;-1.01535;-0.87784;-0.42576;1.79188;0.17967;0.80383;-1.04856
4;879687.3232;230524.7486;-0.18975;-0.21914;-1.16208;-0.90371;0.33936;-0.06242;-1.25607;-0.19345;-1.48172
4;927563.2879;260042.7182;-0.12292;0.8307;-0.73758;-0.58317;-0.60496;0.57686;-0.50955;-0.56629;-0.81915
4;919304.9422;273860.6263;0.17424;0.46719;-0.51241;-0.15168;-0.0535;1.62484;-0.30387;-1.12781;-1.02683
4;974998.3868;227618.6405;-0.00161;-0.28365;0.04515;0.78642;0.71753;1.18823;0.35404;0.16089;0.23869
4;917662.9897;250258.9181;0.02034;-0.20497;0.23835;-0.32714;-0.34278;-0.04011;-0.16297;0.32681;-1.72179
4;906649.7256;240523.5265;0.39199;-0.02046;-2.04614;-2.23887;-0.65999;-0.09582;-0.69807;0.82117;0.465
4;860623.8409;268361.3891;0.53034;-0.33498;-0.57506;-1.52937;-0.11976;0.11202;-0.54717;1.51297;-1.13793
4;849285.5178;293033.518;-0.35472;-0.27856;-0.3778;-0.57802;1.21061;2.85184;1.63335;-0.7738;-1.88011
4;905630.521;254705.5691;0.06425;0.00136;-0.30166;-0.81971;-1.17795;1.06383;-0.49429;0.53559;-2.18451
